,cleaned_review,Rating,Predicted Sentiment,Sentiment,Overall Sentiment,Subjectivity
74,one best yakitori place st mark bunch block feel theyre gift shop right upstairs theyre yakitori selfserving cotton candy machine people really dont know use thing get messy wait ridiculous party 3 waited 2 hour good thing drove bf brought book aside wait service definitely made super crowded inside table chair comfortable care lol eatthe art front lewd contentbut hey entire block arent little kid around anyhow didnt care coolwhat ordered dumpling eel rice chicken skin x2 octopus ball x2 fried egg gyoza noodle dish forgot name pix end gave u cotton candy sugar pictured 2 beersits great experience definitely recommend make sure show good time sign front dont take rsvps first come first serve type situation,4,0.5,0.25780075187969925,4,0.5885756056808689
75,long wait kenkafor group 6 people dinner waited approximately hour half nearby irish pub waiting seated checked rsvp occasionally make sure name skippedit seems like izakaya meet dive bar type restaurant choice either tower sake beer choice almost limitless grilled japanese bbq ramen sushi sashimi japan classic favorite choice delicious served freshthe service efficient staff helpful even provided birthday candle friend celebrating day plus 1 star thatalthough fun night dish good served timely fashion found little loud crowded tight may prefer somewhere little quieter satisfy izakaya craving next time,4,0.5,0.12331932773109244,3,0.42546685340802987
76,wow perfect way describe sensory overload straight bat definitely lot unique aspect japanese culture see wait bad table 6 great menu strucutred little hard read given vast amount dish offered would want come back dish wasabi octopus unique strong presence wasabi expected sashimi octopus tasty good bite okonomiyaki good exactly one would expect okonomiyaki sashimi moriawase delicious love sashimi definitely get dish dish includes three different type tuna mackerel tuna loved fish good quality omurice omurice good finished plate wanted another order omurice unfortunately egg wasnt easy cant cut like would normally taste amazing left wanting,4,0.5,0.2645833333333334,4,0.6341666666666665
77,friend came couple minute opened sign name list front door waited 5 minute seated salmon fatty tuna sashimi favorite friend also ordered yakitori platter like pork belly chicken squid chewy chicken meatball werent good whiskey cocktail moved soda grapefruit really liked menu variety exotic try ex pork brain bull penis etc pricing cheap nice flavor soso goodthe chair small short knee hit table sat forward sit sideways chair haha decor inside menu veryinteresting mixture vintage poster knickknack different time period even old japanese pinball game near bathroom display,3,0.0,0.09705882352941175,3,0.5882352941176472
78,came drink great price asian beverage alcohol 18 ml size bottle sake cost 60 reference 18ml like size large baseball bat huge come back one point try foodtheres weird decoration side room almost look like there chamber odd japanese costume chair people strapped toi idea maybe perform act every room,5,1.0,0.09345238095238097,3,0.4160714285714286
79,ambiance decor japanese lot sexual decor fairgroundcarnival type music service straightforward there lot option ranging noodle soup donburi yakitori tapa forth average price overall low par considering portion size best part get make cotton candy end,3,0.0,0.24642857142857144,4,0.3154761904761905
80,really fan came service omurice waited little bit packed didnt mind seated rude waitress one two 5 dish ordered good liked zaru soba cousin got udon soup think liked two people table got ramen didnt end eating wasnt good omurice terrible came cream sauce since omurice served cream sauce also came way rest came celebrating occasion brought cake serving waitress came told u put away outside allowed understand rule boy rude extremely expensive cost good meal crap service extremely loud atmosphere get theyre trying go certain look maybe got unlucky idea many patron,1,-1.0,0.07667410714285713,3,0.6075892857142856
81,fun yummy take forever get seated prepared wait little basket bag purse youre seated affordable well worth price tried bull penis fun say ive eaten wouldnt like eating fat cartilage sauce omurice sweet ketchupy friend still good solid sweet tooth dont forget twirl stick making cotton candy,4,0.5,0.2640625,4,0.375
82,meeting friend local dinner asked choose dinner picked kenka arrived 30 minute early walked chipotle grab coke zero fountain drink apparently quite commodity ny arrived walked restaurant find clip board put name thats handled line point third fourth line wait wasnt bad hostess would come grab one group take inside seat come back get next group process im unfamiliar eighteen degree weather little offputting let friend ordering im 100 sure sampled quite dish rice ball surprisingly good didnt expect much flavor gyouza teishoku particularly good partial dumpling platter skewered meat great sampler option allowed u try chicken meatball various meat stick also kimchi pickle huge win perspective thought great however pace definitely rushed serving staff cleared plate came asked u leave could free table understand expediency hate hanging table lot people waiting case asked clear table immediately check paid really wasnt much line outside,2,-0.5,0.13194444444444445,3,0.4329218106995885
83,electrically colored menu phallic cardboard cutout front free shot cotton candy come bill kenka definitely go want get freaky dinner ten fifteen minute kill waiting table recommend browsing search destroy might find hidden gem like banana hammock googly eye hentai sweatermy final thought kenka come soba stay beer tower life short might well get freaky,5,1.0,0.004761904761904765,3,0.419047619047619
84,although kenka master marketing game making name cheap eats drink raunchy wall art gimmick beget dining experience hospitable visitor specifically vegetarian expect treated condescension derision indeed outright dismissal spine ask server vegetarian option responded disgusted even offended attitude seen many unhappy server new york imagine unique situation server exhausted dealing stress feeling restaurant neither wish accommodate vegetarian welcome business lack suitable option lead suppositionif eat vegetarian unless satisfied subsiding meal edamame sapporo beautiful combination lacking essential group stay away overhyped tourist trap,1,-1.0,0.08652597402597403,3,0.7574675324675325
85,honestly nothing special cheap cheap drink always crowded line prob service sooo slow hit miss tried multiple thing menu thought takoyaki roulette fun one better tasting item yakitori combination skewer stick terrible priced favorite thing free cotton candy powder gave u give pay meal dont forget take way come youre looking cheap hang personally would wait line 15 minute,3,0.0,0.1967032967032967,3,0.5978021978021978
86,really dont understand popular since terrible foodive lived japan pretty familiar japanese izakaya etc certainly best izakaya offer even best japanese restaurant nyc offer japanese friend mine also baffled popularity leaf lot desired music reminds uyoku dantai vansthis cheap ill give cringe whenever someone know want go asks come,2,-0.5,0.19374999999999998,3,0.4916666666666667
87,8 pitcher japanese draft pretty good deal yakitori alright drink decently priced came often atmosphere great fun worker super friendly helpful theyre always drink youthe cotton candy maker outside add extra star,4,0.5,0.29250000000000004,4,0.45333333333333325
88,love amazing well priced decor super cool kid drink also really cheap good japanese beer,5,1.0,0.41190476190476183,4,0.5880952380952381
89,average atmosphere unique exotic image decided give 4 starswe got 550 pm 10 min opened still wait like half hour lot open table inside still took leisure time sit waiting party one onethere lot adultery image menu wall outdoors garden decorated sex doll one wearing longnosed tengu maskonto foodtoro sushi wasnt good worse didnt taste fresh tasted nothing like toro supposed tuna fat belly cutmackerel aokfried frog nothing specialbacon wrapped asparagus aokfried fatty salmon aokcurry soba aokomurice egg wrapped fried rice aokoverall pretty average blast gave sugar powder make cotton candy super funps adult content alert try take peak back yakuza youll laugh,4,0.5,0.11944444444444445,3,0.508888888888889
90,youre looking overwhelming selection small plate japanese served quasibdsm porn themed restaurant willing wait 30 minute youbut seriousness fun come bunch friend split lot dish menu confusing research coming item recommend fried chicken karaage okonomiyaki unagi udon tempura everythinga question end going there weird room towards back side glass wall two life size doll anyone know used,4,0.5,-0.06666666666666667,3,0.5222222222222223
91,wait little long popular peak time always worth friend last came ordered followingokonomiyaki savory japanese pancake mayo sweet sauce top pancake little thicker usual still fluffy deliciousomu rice fried rice omelette top made u nostalgic childhood meal takoyaki octopus ball say fresh steaming definitely worth gettingand top pitcher sapporo 8 crazy thatdefinitely coming back show visitor friend,4,0.5,0.0763888888888889,3,0.43148148148148147
92,absolutely love eating variety cheap japanese eats best time come opened super early morn like 23am close got ramen takoyaki basic gotos run like 7 tip tax included ramen like 5 takoyaki really cool vibe lot japanese culture service pretty nice,5,1.0,0.3212121212121212,4,0.4856060606060606
93,employee sprayed table next u windex table full could watch cloud windex waft towards table finally im smelling happened rag soaked sanitiser solution windex isnt even safe chemical doh doesnt allow even stored near bev doesnt matter hospitable informative server delicious much effort put unique interior point desire eat im paying seriously curbed,1,-1.0,0.2435185185185185,4,0.5907407407407408
94,friend usually kenka least month ever since japan trip last year want point really busy packed wouldnt expected get best service possible dont enough waiter cover entire restaurantdont expect walk expect seat wait usually 30 min hour seated night youre seated noticed interesting interior design small wooden chair set reminds spot japan drink pretty cheap kenka ive fry fried chicken skewer disappointed thing would stay away noodle lack flavor salty youre going friend drink definitely get beer tower considerably cheap great sake collection feel free ask waiter advice sake get super helpful recommendation,4,0.5,0.07651515151515152,3,0.5367424242424242
95,ive couple time took different friend good price affordable service omg terrible terrible terrible rush order give horrible attitude forget thing dont ask everything charge item never received etc etc etctonight last chance gave wont come back,1,-1.0,-0.4125,2,0.6583333333333333
96,excellent didnt sushi even tough itsa japanese affordable service horrible waiter rude seemed like didnt want u ask question rude guy,4,0.5,-0.16481481481481483,3,0.6722222222222222
97,japanese izakaya serving authentic japanese takoyaki fried frog name look like server japanese alsothe overall cleanliness restaurant definitely topnotch perhaps restaurant slightly underground require better ventilationespecially seated far inside restaurant dish washed disposed smell quite distractingit seems drink likely seated far inside youll sit near entranceas lover japanese cuisine ive experienced much better customer service elsewhere staff seem control customer feel welcoming like business eating herethe table 4 ordered 3 ramen noodle last one came end meal everyone watched attempted finish bowl waitress sympathetic like didnt know concept entree served together people dining together table apologize inconvenience advised wait since kitchen super busythey definitely great deal beer might good idea dropping beer two something friedany sort sushi raw meat handling would highly suggest kill craving elsewhere another thing customer service seem careless customer opinion 6 year experience waitress id curious someone left dish untouched regardless price dishfor dessert give little plastic sauce bowl colored sugar make cotton candy machine outside restaurant interesting fun perhaps fun youre drunkanyways definitely sure would choice drop meal unless social gathering dragged without choicetips parentsthe menu includes 19 material make sure kid glancing menu,2,-0.5,0.18308275058275061,3,0.48472675472675475
98,ive couple time review reflects recent experience 3 u got quarter 6 friday open put name trick gotta get early youll end getting lost crowd waiting get alternatively come super late avoid waitwe got tuna bone russian roulette 6 dumpling one filled wasabi okonomiyaki beer tower fried tofu everything delicious except fermented soybean natto dont think meant taste good lol first time tuna bone apparently like two day sold 8pm according bf 5 youre basically eating sashimi winwin situation service great considering busy checked u occasionally came quickly clean cramped unless youre sitting way back restroom understand grievance due long wait popular get early different waiting brunch popular spot anyway youre st mark weekend want come best get open put name go somewhere else,5,1.0,0.26899999999999996,4,0.49400000000000005
99,low key arguing someone cuffed stoop others disgruntled wading pile thought wondering thinkhow impress losing battle there plywood cutout penis vagina used head inside vice cant find anymore maybe polaroid go take seat seaweed salad asahi pitcher ice water maguro salad cream croquette saikyou salmon asakuke whatnot side rice mochi ice creamnow need visit restroom knock table knee way back stare space scene beyond vitrine obscene like make feel like nuclear warradiated unbornmakes feel though underground hanging fallout shelter cradled noose dont know see handle,4,0.5,0.0,3,0.43333333333333335
